IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.192.93,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,6.6200000000000001
8.219.249.148,2096,2096,true,SIN,Asia Pacific,Singapore,110,6.6100000000000003
47.236.92.191,2083,2083,true,SIN,Asia Pacific,Singapore,89,6.6100000000000003
47.91.15.247,2096,2096,true,NRT,Asia Pacific,Tokyo,175,6.6100000000000003
8.219.90.196,8443,8443,true,SIN,Asia Pacific,Singapore,105,6.5999999999999996
8.219.177.205,2083,2083,true,SIN,Asia Pacific,Singapore,158,6.5899999999999999
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,6.5899999999999999
8.209.246.24,2083,2083,true,NRT,Asia Pacific,Tokyo,108,6.5899999999999999
8.219.78.222,2096,2096,true,SIN,Asia Pacific,Singapore,92,6.5899999999999999
8.219.237.250,2083,2083,true,SIN,Asia Pacific,Singapore,125,6.5899999999999999
47.236.172.41,8443,8443,true,SIN,Asia Pacific,Singapore,71,6.5899999999999999
47.245.9.99,8443,8443,true,NRT,Asia Pacific,Tokyo,259,6.5800000000000001
8.222.168.234,2083,2083,true,SIN,Asia Pacific,Singapore,139,6.5800000000000001
47.74.5.150,2087,2087,true,NRT,Asia Pacific,Tokyo,173,6.5800000000000001
47.236.192.198,2083,2083,true,SIN,Asia Pacific,Singapore,107,6.5800000000000001
8.219.173.195,2096,2096,true,SIN,Asia Pacific,Singapore,125,6.5700000000000003
47.74.0.183,2053,2053,true,NRT,Asia Pacific,Tokyo,173,6.5700000000000003
47.91.21.149,8443,8443,true,NRT,Asia Pacific,Tokyo,115,6.5700000000000003
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,212,6.5700000000000003
8.219.152.195,2096,2096,true,SIN,Asia Pacific,Singapore,56,6.5700000000000003
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,109,6.5700000000000003
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,6.5599999999999996
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,75,6.5599999999999996
47.236.192.198,2087,2087,true,SIN,Asia Pacific,Singapore,184,6.5599999999999996
8.219.145.245,2096,2096,true,SIN,Asia Pacific,Singapore,112,6.5599999999999996
47.74.40.13,2096,2096,true,NRT,Asia Pacific,Tokyo,245,6.5499999999999998
8.219.196.24,2053,2053,true,SIN,Asia Pacific,Singapore,123,6.5499999999999998
8.222.202.163,2087,2087,true,SIN,Asia Pacific,Singapore,52,6.5499999999999998
47.74.37.50,8443,8443,true,NRT,Asia Pacific,Tokyo,211,6.5499999999999998
47.236.75.113,8443,8443,true,SIN,Asia Pacific,Singapore,79,6.5499999999999998
47.245.113.12,2053,2053,true,SIN,Asia Pacific,Singapore,55,6.54
8.219.163.195,8443,8443,true,SIN,Asia Pacific,Singapore,136,6.5300000000000002
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,152,6.5300000000000002
47.245.6.9,2096,2096,true,HKG,Asia Pacific,Hong Kong,134,6.5199999999999996
47.236.121.7,2087,2087,true,SIN,Asia Pacific,Singapore,166,6.5199999999999996
8.222.187.107,2096,2096,true,SIN,Asia Pacific,Singapore,93,6.5199999999999996
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,81,6.5099999999999998
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,123,6.5099999999999998
47.245.110.13,2083,2083,true,SIN,Asia Pacific,Singapore,85,6.5099999999999998
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,113,6.5099999999999998
8.219.142.191,2083,2083,true,SIN,Asia Pacific,Singapore,103,6.5
47.74.11.9,2083,2083,true,NRT,Asia Pacific,Tokyo,197,6.5
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,135,6.5
47.245.115.6,2083,2083,true,SIN,Asia Pacific,Singapore,36,6.4900000000000002
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,6.4900000000000002
47.236.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,27,6.4900000000000002
47.74.16.67,2083,2083,true,NRT,Asia Pacific,Tokyo,124,6.4800000000000004
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,178,6.4800000000000004
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,169,6.4800000000000004
8.219.157.97,2096,2096,true,SIN,Asia Pacific,Singapore,131,6.4800000000000004
47.74.34.38,2096,2096,true,NRT,Asia Pacific,Tokyo,122,6.46
8.222.222.64,2096,2096,true,SIN,Asia Pacific,Singapore,34,6.4500000000000002
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,6.4500000000000002
47.245.29.126,8443,8443,true,NRT,Asia Pacific,Tokyo,257,6.4400000000000004
47.236.121.7,2053,2053,true,SIN,Asia Pacific,Singapore,113,6.4400000000000004
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,131,6.4400000000000004
8.219.249.148,8443,8443,true,SIN,Asia Pacific,Singapore,112,6.4400000000000004
47.91.2.5,2053,2053,true,NRT,Asia Pacific,Tokyo,140,6.4400000000000004
8.219.126.240,2053,2053,true,SIN,Asia Pacific,Singapore,92,6.4299999999999997
47.88.15.127,443,443,true,SJC,North America,San Jose,183,6.4299999999999997
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,197,6.4299999999999997
47.74.13.239,8443,8443,true,NRT,Asia Pacific,Tokyo,199,6.4199999999999999
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,6.4199999999999999
8.219.245.232,2053,2053,true,SIN,Asia Pacific,Singapore,121,6.4199999999999999
47.236.145.85,8443,8443,true,SIN,Asia Pacific,Singapore,85,6.4199999999999999
8.218.126.53,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,6.4100000000000001
8.219.74.35,8443,8443,true,SIN,Asia Pacific,Singapore,68,6.4100000000000001
47.236.172.41,2083,2083,true,SIN,Asia Pacific,Singapore,31,6.4100000000000001
47.245.55.235,2083,2083,true,NRT,Asia Pacific,Tokyo,218,6.4100000000000001
47.245.34.140,8443,8443,true,NRT,Asia Pacific,Tokyo,112,6.4100000000000001
47.74.27.151,2053,2053,true,NRT,Asia Pacific,Tokyo,202,6.4100000000000001
8.209.243.137,2083,2083,true,NRT,Asia Pacific,Tokyo,123,6.4100000000000001
8.218.188.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,110,6.4100000000000001
47.245.42.210,8443,8443,true,NRT,Asia Pacific,Tokyo,275,6.4100000000000001
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,6.4000000000000004
8.222.144.117,2053,2053,true,SIN,Asia Pacific,Singapore,104,6.4000000000000004
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,43,6.4000000000000004
47.245.29.126,2087,2087,true,NRT,Asia Pacific,Tokyo,235,6.3899999999999997
47.236.193.208,2053,2053,true,SIN,Asia Pacific,Singapore,78,6.3899999999999997
47.245.33.158,2053,2053,true,NRT,Asia Pacific,Tokyo,182,6.3899999999999997
47.242.176.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,6.3899999999999997
47.236.7.246,2087,2087,true,SIN,Asia Pacific,Singapore,63,6.3799999999999999
47.74.5.233,2083,2083,true,NRT,Asia Pacific,Tokyo,168,6.3799999999999999
47.243.107.148,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,6.3799999999999999
8.219.228.30,8443,8443,true,HKG,Asia Pacific,Hong Kong,249,6.3799999999999999
47.74.34.140,8443,8443,true,NRT,Asia Pacific,Tokyo,163,6.3799999999999999
8.218.143.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,6.3799999999999999
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,6.3700000000000001
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,126,6.3700000000000001
8.219.140.63,2053,2053,true,SIN,Asia Pacific,Singapore,109,6.3600000000000003
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,6.3600000000000003
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,55,6.3600000000000003
47.245.15.39,2096,2096,true,NRT,Asia Pacific,Tokyo,211,6.3499999999999996
47.236.166.184,2083,2083,true,SIN,Asia Pacific,Singapore,29,6.3399999999999999
47.74.49.62,2083,2083,true,NRT,Asia Pacific,Tokyo,107,6.3399999999999999
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,6.3399999999999999
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,6.3300000000000001
8.222.188.56,2096,2096,true,SIN,Asia Pacific,Singapore,122,6.3300000000000001
8.222.227.191,2096,2096,true,SIN,Asia Pacific,Singapore,53,6.3300000000000001
47.74.0.183,2096,2096,true,NRT,Asia Pacific,Tokyo,155,6.3300000000000001
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,96,6.3200000000000003
8.219.90.196,2053,2053,true,SIN,Asia Pacific,Singapore,124,6.3200000000000003
8.219.114.201,2096,2096,true,SIN,Asia Pacific,Singapore,125,6.3200000000000003
8.222.209.223,2083,0,true,SIN,Asia Pacific,Singapore,3,6.3200000000000003
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,37,6.3200000000000003
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,65,6.2999999999999998
8.219.230.254,2087,2087,true,SIN,Asia Pacific,Singapore,191,6.2999999999999998
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,107,6.2999999999999998
47.91.10.241,8443,8443,true,NRT,Asia Pacific,Tokyo,115,6.2999999999999998
8.222.145.110,8443,8443,true,SIN,Asia Pacific,Singapore,65,6.2999999999999998
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,66,6.2999999999999998
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,137,6.2999999999999998
8.209.243.99,2083,2083,true,NRT,Asia Pacific,Tokyo,83,6.29
47.236.164.215,2083,2083,true,SIN,Asia Pacific,Singapore,99,6.2800000000000002
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,92,6.2800000000000002
8.209.242.25,2096,2096,true,NRT,Asia Pacific,Tokyo,128,6.2800000000000002
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,69,6.2800000000000002
8.222.191.158,2096,2096,true,SIN,Asia Pacific,Singapore,116,6.2800000000000002
47.236.150.109,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.2699999999999996
47.236.148.174,2053,2053,true,SIN,Asia Pacific,Singapore,78,6.2699999999999996
47.74.5.233,2096,2096,true,NRT,Asia Pacific,Tokyo,110,6.2699999999999996
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,6.2699999999999996
47.236.163.221,2053,2053,true,SIN,Asia Pacific,Singapore,66,6.2699999999999996
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,162,6.2699999999999996
47.74.15.120,2087,2087,true,NRT,Asia Pacific,Tokyo,128,6.2699999999999996
8.222.137.166,2053,2053,true,SIN,Asia Pacific,Singapore,146,6.2699999999999996
47.91.29.240,8443,8443,true,NRT,Asia Pacific,Tokyo,139,6.2699999999999996
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,89,6.2599999999999998
47.245.53.50,2087,2087,true,NRT,Asia Pacific,Tokyo,179,6.2599999999999998
47.91.1.199,2087,2087,true,NRT,Asia Pacific,Tokyo,100,6.2599999999999998
8.217.248.220,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,6.2599999999999998
8.219.84.214,2053,2053,true,SIN,Asia Pacific,Singapore,183,6.2599999999999998
8.209.248.161,2053,2053,true,NRT,Asia Pacific,Tokyo,110,6.25
47.245.54.197,8443,8443,true,NRT,Asia Pacific,Tokyo,169,6.25
47.74.16.255,2096,2096,true,NRT,Asia Pacific,Tokyo,183,6.25
47.91.21.107,8443,8443,true,NRT,Asia Pacific,Tokyo,136,6.25
47.236.23.135,2096,2096,true,SIN,Asia Pacific,Singapore,98,6.25
8.219.240.160,2096,2096,true,SIN,Asia Pacific,Singapore,181,6.2400000000000002
8.210.21.65,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,6.2300000000000004
8.222.190.225,2083,2083,true,SIN,Asia Pacific,Singapore,34,6.2300000000000004
47.245.58.250,2083,2083,true,NRT,Asia Pacific,Tokyo,122,6.2199999999999998
47.74.52.188,2053,2053,true,NRT,Asia Pacific,Tokyo,188,6.2199999999999998
47.245.41.169,2083,2083,true,NRT,Asia Pacific,Tokyo,201,6.21
47.74.52.104,2087,2087,true,NRT,Asia Pacific,Tokyo,135,6.21
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,190,6.2000000000000002
47.243.162.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,6.1900000000000004
8.222.191.158,2087,2087,true,SIN,Asia Pacific,Singapore,62,6.1900000000000004
8.222.136.196,2087,2087,true,SIN,Asia Pacific,Singapore,60,6.1799999999999997
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,6.1799999999999997
8.219.250.239,2087,2087,true,SIN,Asia Pacific,Singapore,72,6.1799999999999997
8.219.173.233,2087,2087,true,HKG,Asia Pacific,Hong Kong,204,6.1699999999999999
47.245.42.162,2083,2083,true,NRT,Asia Pacific,Tokyo,166,6.1699999999999999
8.218.201.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,6.1600000000000001
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,92,6.1600000000000001
8.218.149.193,2053,2053,true,HKG,Asia Pacific,Hong Kong,61,6.1600000000000001
47.74.50.249,2096,2096,true,NRT,Asia Pacific,Tokyo,111,6.1600000000000001
47.236.123.218,2087,2087,true,SIN,Asia Pacific,Singapore,7,6.1600000000000001
47.74.36.154,2053,2053,true,NRT,Asia Pacific,Tokyo,217,6.1500000000000004
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,117,6.1500000000000004
47.236.19.51,2096,2096,true,SIN,Asia Pacific,Singapore,72,6.1500000000000004
8.219.90.32,2087,2087,true,SIN,Asia Pacific,Singapore,76,6.1500000000000004
47.245.37.12,2053,2053,true,NRT,Asia Pacific,Tokyo,100,6.1399999999999997
47.236.12.73,2096,2096,true,SIN,Asia Pacific,Singapore,118,6.1399999999999997
8.219.173.239,2087,2087,true,SIN,Asia Pacific,Singapore,87,6.1399999999999997
47.236.176.144,2087,2087,true,SIN,Asia Pacific,Singapore,119,6.1399999999999997
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,40,6.1399999999999997
8.209.242.25,8443,8443,true,NRT,Asia Pacific,Tokyo,116,6.1299999999999999
47.245.37.41,2083,2083,true,NRT,Asia Pacific,Tokyo,192,6.1299999999999999
47.236.23.135,2087,2087,true,SIN,Asia Pacific,Singapore,79,6.1299999999999999
47.91.18.207,2096,2096,true,NRT,Asia Pacific,Tokyo,111,6.1299999999999999
47.245.15.236,8443,8443,true,NRT,Asia Pacific,Tokyo,273,6.1299999999999999
47.245.34.140,2096,2096,true,NRT,Asia Pacific,Tokyo,214,6.1299999999999999
8.219.250.239,8443,8443,true,SIN,Asia Pacific,Singapore,62,6.1200000000000001
47.236.161.110,8443,8443,true,SIN,Asia Pacific,Singapore,128,6.1200000000000001
8.219.249.148,2083,2083,true,SIN,Asia Pacific,Singapore,206,6.1200000000000001
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,145,6.1100000000000003
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,116,6.1100000000000003
47.243.107.148,443,443,true,HKG,Asia Pacific,Hong Kong,41,6.1100000000000003
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,146,6.1100000000000003
47.74.50.249,2053,2053,true,NRT,Asia Pacific,Tokyo,244,6.0999999999999996
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,100,6.0999999999999996
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,303,6.0999999999999996
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,61,6.0999999999999996
8.219.40.37,8443,8443,true,SIN,Asia Pacific,Singapore,187,6.0999999999999996
47.236.17.165,2096,2096,true,SIN,Asia Pacific,Singapore,64,6.0899999999999999
8.222.164.44,2096,2096,true,SIN,Asia Pacific,Singapore,138,6.0899999999999999
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,145,6.0800000000000001
8.218.105.223,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,6.0800000000000001
47.236.123.218,2083,2083,true,SIN,Asia Pacific,Singapore,137,6.0800000000000001
47.245.56.207,2096,2096,true,NRT,Asia Pacific,Tokyo,193,6.0800000000000001
8.222.187.107,8443,8443,true,SIN,Asia Pacific,Singapore,112,6.0700000000000003
8.210.3.24,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,6.0700000000000003
47.236.163.95,2096,2096,true,SIN,Asia Pacific,Singapore,78,6.0700000000000003
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,129,6.0700000000000003
47.236.94.109,8443,8443,true,SIN,Asia Pacific,Singapore,102,6.0599999999999996
47.236.78.57,2053,2053,true,SIN,Asia Pacific,Singapore,93,6.0599999999999996
8.219.242.208,2087,2087,true,SIN,Asia Pacific,Singapore,120,6.0499999999999998
8.217.221.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,6.0499999999999998
47.74.26.132,8443,8443,true,NRT,Asia Pacific,Tokyo,211,6.0499999999999998
47.236.168.17,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.0499999999999998
8.219.249.38,8443,8443,true,SIN,Asia Pacific,Singapore,147,6.04
47.245.41.84,2053,2053,true,NRT,Asia Pacific,Tokyo,183,6.04
47.236.144.196,2087,2087,true,SIN,Asia Pacific,Singapore,67,6.04
8.219.200.145,2096,2096,true,SIN,Asia Pacific,Singapore,212,6.0300000000000002
47.245.37.98,2083,2083,true,NRT,Asia Pacific,Tokyo,199,6.0300000000000002
47.91.3.179,2096,2096,true,NRT,Asia Pacific,Tokyo,93,6.0300000000000002
47.91.15.247,2083,2083,true,NRT,Asia Pacific,Tokyo,89,6.0199999999999996
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,76,6.0099999999999998
47.74.42.17,2053,2053,true,NRT,Asia Pacific,Tokyo,189,6.0099999999999998
8.222.174.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,121,6.0099999999999998
47.74.16.67,2096,2096,true,NRT,Asia Pacific,Tokyo,178,6.0099999999999998
8.209.214.222,2053,2053,true,NRT,Asia Pacific,Tokyo,123,6
8.219.247.203,8443,8443,true,SIN,Asia Pacific,Singapore,123,5.9800000000000004
47.91.29.240,2053,2053,true,NRT,Asia Pacific,Tokyo,165,5.9800000000000004
8.219.134.63,8443,8443,true,SIN,Asia Pacific,Singapore,85,5.9800000000000004
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,108,5.9800000000000004
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,5.9699999999999998
8.218.174.118,443,443,true,HKG,Asia Pacific,Hong Kong,70,5.9699999999999998
8.219.228.186,8443,8443,true,SIN,Asia Pacific,Singapore,159,5.9699999999999998
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,163,5.9699999999999998
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,105,5.9699999999999998
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,5.9699999999999998
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,5.96
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,244,5.9500000000000002
47.245.15.236,2083,2083,true,NRT,Asia Pacific,Tokyo,286,5.9500000000000002
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,64,5.9400000000000004
8.219.195.47,8443,8443,true,SIN,Asia Pacific,Singapore,162,5.9400000000000004
47.236.161.110,2096,2096,true,SIN,Asia Pacific,Singapore,96,5.9400000000000004
8.219.106.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,214,5.9299999999999997
47.245.14.216,2053,2053,true,NRT,Asia Pacific,Tokyo,273,5.9299999999999997
47.74.36.154,2087,2087,true,NRT,Asia Pacific,Tokyo,157,5.9299999999999997
47.245.80.142,2096,2096,true,SIN,Asia Pacific,Singapore,87,5.9199999999999999
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,5.9199999999999999
8.209.243.99,2096,2096,true,NRT,Asia Pacific,Tokyo,115,5.9199999999999999
47.74.9.174,8443,8443,true,NRT,Asia Pacific,Tokyo,169,5.9100000000000001
47.74.43.24,2096,2096,true,NRT,Asia Pacific,Tokyo,163,5.9100000000000001
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,5.9100000000000001
47.245.37.29,8443,8443,true,NRT,Asia Pacific,Tokyo,101,5.9100000000000001
47.91.23.146,2096,2096,true,NRT,Asia Pacific,Tokyo,131,5.9000000000000004
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,152,5.9000000000000004
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,48,5.9000000000000004
8.219.170.223,2087,2087,true,SIN,Asia Pacific,Singapore,215,5.8899999999999997
8.219.99.8,2053,2053,true,SIN,Asia Pacific,Singapore,119,5.8799999999999999
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.8799999999999999
47.236.169.15,2083,2083,true,SIN,Asia Pacific,Singapore,144,5.8799999999999999
47.245.9.99,2083,2083,true,NRT,Asia Pacific,Tokyo,285,5.8799999999999999
47.236.145.85,2083,2083,true,SIN,Asia Pacific,Singapore,37,5.8700000000000001
47.236.121.7,443,443,true,SIN,Asia Pacific,Singapore,118,5.8700000000000001
8.219.174.142,8443,8443,true,SIN,Asia Pacific,Singapore,159,5.8700000000000001
8.218.136.25,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,5.8700000000000001
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,5.8700000000000001
47.236.103.153,2096,2096,true,SIN,Asia Pacific,Singapore,134,5.8700000000000001
47.74.15.117,2083,2083,true,NRT,Asia Pacific,Tokyo,211,5.8700000000000001
47.74.5.150,2096,2096,true,NRT,Asia Pacific,Tokyo,88,5.8600000000000003
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,197,5.8600000000000003
8.219.213.112,443,443,true,SIN,Asia Pacific,Singapore,81,5.8499999999999996
47.245.113.117,2083,2083,true,SIN,Asia Pacific,Singapore,59,5.8499999999999996
47.251.74.226,443,443,true,LAX,North America,Los Angeles,189,5.8499999999999996
47.236.78.57,2096,2096,true,SIN,Asia Pacific,Singapore,86,5.8499999999999996
47.236.11.68,2053,2053,true,SIN,Asia Pacific,Singapore,75,5.8499999999999996
8.209.248.161,2083,2083,true,NRT,Asia Pacific,Tokyo,113,5.8399999999999999
47.74.34.38,8443,8443,true,NRT,Asia Pacific,Tokyo,115,5.8399999999999999
47.245.56.121,2083,2083,true,NRT,Asia Pacific,Tokyo,168,5.8399999999999999
8.219.179.34,2083,2083,true,SIN,Asia Pacific,Singapore,80,5.8300000000000001
8.222.211.16,2053,2053,true,SIN,Asia Pacific,Singapore,65,5.8200000000000003
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,68,5.8200000000000003
8.209.222.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,129,5.8200000000000003
47.74.36.154,2083,2083,true,NRT,Asia Pacific,Tokyo,236,5.8200000000000003
8.218.126.53,443,443,true,HKG,Asia Pacific,Hong Kong,39,5.8099999999999996
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,82,5.8099999999999996
47.74.10.100,2053,2053,true,NRT,Asia Pacific,Tokyo,246,5.8099999999999996
8.219.112.75,8443,8443,true,SIN,Asia Pacific,Singapore,234,5.7999999999999998
8.219.147.58,2087,2087,true,SIN,Asia Pacific,Singapore,76,5.7999999999999998
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,77,5.7999999999999998
8.219.84.102,443,443,true,SIN,Asia Pacific,Singapore,76,5.7999999999999998
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,207,5.7999999999999998
8.219.197.111,2053,2053,true,SIN,Asia Pacific,Singapore,244,5.79
8.219.201.245,2083,2083,true,SIN,Asia Pacific,Singapore,224,5.79
47.236.172.71,2083,2083,true,SIN,Asia Pacific,Singapore,112,5.79
8.222.227.191,8443,8443,true,SIN,Asia Pacific,Singapore,115,5.79
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,85,5.79
