IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.248.220,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,2.6699999999999999
47.245.62.84,2083,2083,true,NRT,Asia Pacific,Tokyo,214,2.6600000000000001
8.222.155.242,2096,2096,true,SIN,Asia Pacific,Singapore,121,2.6600000000000001
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,89,2.6600000000000001
47.76.178.146,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,2.6600000000000001
8.218.126.53,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,2.6499999999999999
47.236.175.189,2096,2096,true,SIN,Asia Pacific,Singapore,149,2.6400000000000001
47.245.118.197,2053,2053,true,SIN,Asia Pacific,Singapore,110,2.6299999999999999
47.245.39.28,2096,2096,true,NRT,Asia Pacific,Tokyo,304,2.6299999999999999
47.74.34.73,8443,8443,true,NRT,Asia Pacific,Tokyo,189,2.6200000000000001
47.74.37.176,2083,2083,true,NRT,Asia Pacific,Tokyo,243,2.6000000000000001
47.245.37.89,2087,2087,true,NRT,Asia Pacific,Tokyo,149,2.6000000000000001
47.245.8.68,2096,2096,true,NRT,Asia Pacific,Tokyo,227,2.5800000000000001
8.219.210.226,2087,2087,true,SIN,Asia Pacific,Singapore,111,2.5800000000000001
8.209.243.172,2096,2096,true,NRT,Asia Pacific,Tokyo,102,2.5699999999999998
47.236.163.221,2087,2087,true,SIN,Asia Pacific,Singapore,171,2.5699999999999998
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,36,2.5699999999999998
47.91.16.214,2087,2087,true,NRT,Asia Pacific,Tokyo,168,2.5499999999999998
47.91.16.214,2053,2053,true,NRT,Asia Pacific,Tokyo,162,2.54
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,130,2.54
47.245.8.156,2083,2083,true,NRT,Asia Pacific,Tokyo,321,2.54
47.245.59.188,2096,2096,true,NRT,Asia Pacific,Tokyo,144,2.5299999999999998
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,2.5299999999999998
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,49,2.5299999999999998
8.209.255.195,2096,2096,true,HKG,Asia Pacific,Hong Kong,282,2.5299999999999998
47.245.34.36,8443,8443,true,NRT,Asia Pacific,Tokyo,228,2.52
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,2.5099999999999998
47.91.21.149,2087,2087,true,NRT,Asia Pacific,Tokyo,105,2.4900000000000002
47.74.13.200,2096,2096,true,NRT,Asia Pacific,Tokyo,185,2.4900000000000002
47.245.15.207,2083,2083,true,NRT,Asia Pacific,Tokyo,217,2.48
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,180,2.48
47.245.55.235,2087,2087,true,NRT,Asia Pacific,Tokyo,162,2.4700000000000002
47.91.25.66,8443,8443,true,NRT,Asia Pacific,Tokyo,119,2.4700000000000002
8.219.247.203,2053,2053,true,SIN,Asia Pacific,Singapore,157,2.4700000000000002
47.245.14.160,8443,8443,true,NRT,Asia Pacific,Tokyo,227,2.46
47.91.25.66,2087,2087,true,NRT,Asia Pacific,Tokyo,146,2.46
47.74.41.136,2096,2096,true,NRT,Asia Pacific,Tokyo,195,2.4399999999999999
47.245.56.121,2096,2096,true,NRT,Asia Pacific,Tokyo,183,2.4300000000000002
47.245.42.162,8443,8443,true,NRT,Asia Pacific,Tokyo,74,2.4300000000000002
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,59,2.4199999999999999
8.222.137.166,8443,0,true,SIN,Asia Pacific,Singapore,3,2.4100000000000001
47.74.45.143,2087,2087,true,NRT,Asia Pacific,Tokyo,239,2.3900000000000001
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,2.3900000000000001
47.74.11.251,8443,8443,true,NRT,Asia Pacific,Tokyo,165,2.3900000000000001
47.74.13.94,2087,2087,true,NRT,Asia Pacific,Tokyo,214,2.3700000000000001
8.219.43.243,8443,8443,true,SIN,Asia Pacific,Singapore,160,2.3700000000000001
8.219.113.27,2096,2096,true,SIN,Asia Pacific,Singapore,63,2.3599999999999999
47.245.42.210,2087,2087,true,NRT,Asia Pacific,Tokyo,103,2.3599999999999999
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,42,2.3399999999999999
47.243.161.235,443,443,true,HKG,Asia Pacific,Hong Kong,52,2.3399999999999999
47.245.56.207,2087,2087,true,NRT,Asia Pacific,Tokyo,139,2.3399999999999999
47.74.45.143,2053,2053,true,NRT,Asia Pacific,Tokyo,191,2.3300000000000001
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,2.3300000000000001
47.74.9.174,2083,2083,true,NRT,Asia Pacific,Tokyo,250,2.3300000000000001
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,290,2.3300000000000001
47.245.2.231,2087,2087,true,NRT,Asia Pacific,Tokyo,227,2.3100000000000001
47.245.39.28,2087,2087,true,NRT,Asia Pacific,Tokyo,107,2.3100000000000001
47.91.21.127,2053,2053,true,NRT,Asia Pacific,Tokyo,121,2.3100000000000001
47.245.15.236,2087,2087,true,NRT,Asia Pacific,Tokyo,210,2.2999999999999998
47.76.146.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,2.29
8.219.247.203,2087,2087,true,SIN,Asia Pacific,Singapore,157,2.29
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,2.29
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,161,2.2799999999999998
47.236.7.13,2096,2096,true,SIN,Asia Pacific,Singapore,59,2.2799999999999998
47.245.52.153,8443,8443,true,NRT,Asia Pacific,Tokyo,227,2.2799999999999998
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,42,2.27
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,134,2.27
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,2.2599999999999998
47.74.23.99,2096,2096,true,NRT,Asia Pacific,Tokyo,226,2.2599999999999998
8.218.122.55,443,443,true,HKG,Asia Pacific,Hong Kong,97,2.25
47.91.19.249,2096,2096,true,NRT,Asia Pacific,Tokyo,157,2.25
47.74.14.85,8443,8443,true,NRT,Asia Pacific,Tokyo,138,2.25
47.74.42.17,2087,2087,true,NRT,Asia Pacific,Tokyo,202,2.2400000000000002
47.245.39.28,8443,8443,true,NRT,Asia Pacific,Tokyo,311,2.23
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,106,2.23
47.245.56.29,2096,2096,true,NRT,Asia Pacific,Tokyo,179,2.2200000000000002
47.245.42.210,2083,2083,true,NRT,Asia Pacific,Tokyo,90,2.2200000000000002
47.74.52.188,2083,2083,true,NRT,Asia Pacific,Tokyo,184,2.2200000000000002
47.74.34.135,2096,2096,true,NRT,Asia Pacific,Tokyo,152,2.1699999999999999
47.245.11.118,2087,2087,true,NRT,Asia Pacific,Tokyo,306,2.1699999999999999
47.74.16.67,2087,2087,true,NRT,Asia Pacific,Tokyo,226,2.1699999999999999
8.219.90.32,2087,2087,true,SIN,Asia Pacific,Singapore,153,2.1699999999999999
47.74.4.47,2053,2053,true,NRT,Asia Pacific,Tokyo,152,2.1600000000000001
47.74.5.99,8443,8443,true,NRT,Asia Pacific,Tokyo,223,2.1400000000000001
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,2.1400000000000001
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,37,2.1200000000000001
47.245.58.250,2096,2096,true,NRT,Asia Pacific,Tokyo,177,2.1099999999999999
47.74.15.117,2087,2087,true,NRT,Asia Pacific,Tokyo,143,2.0899999999999999
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,2.0899999999999999
8.219.153.237,2053,2053,true,NRT,Asia Pacific,Tokyo,162,2.0899999999999999
47.236.7.206,2087,2087,true,SIN,Asia Pacific,Singapore,70,2.0899999999999999
47.245.52.153,2087,2087,true,NRT,Asia Pacific,Tokyo,166,2.0800000000000001
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,96,2.0800000000000001
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,203,2.0800000000000001
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,132,2.0800000000000001
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,2.0800000000000001
8.209.214.222,8443,8443,true,NRT,Asia Pacific,Tokyo,83,2.0699999999999998
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,75,2.0699999999999998
47.236.161.155,2096,2096,true,SIN,Asia Pacific,Singapore,90,2.0600000000000001
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,59,2.0600000000000001
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,180,2.0299999999999998
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,130,2.02
47.245.33.56,2096,2096,true,NRT,Asia Pacific,Tokyo,119,2.0099999999999998
47.245.110.13,2096,2096,true,SIN,Asia Pacific,Singapore,67,2.0099999999999998
8.219.83.201,2053,2053,true,SIN,Asia Pacific,Singapore,73,2
47.74.11.219,2053,2053,true,NRT,Asia Pacific,Tokyo,137,1.99
8.209.212.5,2083,2083,true,NRT,Asia Pacific,Tokyo,78,1.99
47.88.101.9,80,443,true,SJC,North America,San Jose,177,1.99
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,113,1.98
47.236.161.155,8443,8443,true,SIN,Asia Pacific,Singapore,82,1.97
47.245.58.250,2053,2053,true,NRT,Asia Pacific,Tokyo,149,1.97
8.217.85.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,99,1.97
8.209.214.157,2096,2096,true,NRT,Asia Pacific,Tokyo,138,1.96
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,1.95
47.245.56.121,8443,8443,true,NRT,Asia Pacific,Tokyo,162,1.9399999999999999
8.218.211.17,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,1.9399999999999999
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,1.9199999999999999
47.245.110.13,2053,2053,true,SIN,Asia Pacific,Singapore,62,1.9099999999999999
47.245.55.94,2083,2083,true,NRT,Asia Pacific,Tokyo,190,1.9099999999999999
47.74.39.194,2053,2053,true,NRT,Asia Pacific,Tokyo,176,1.9099999999999999
8.219.172.128,2087,2087,true,SIN,Asia Pacific,Singapore,162,1.8999999999999999
47.245.33.56,2096,2096,true,NRT,Asia Pacific,Tokyo,192,1.8799999999999999
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,1.8700000000000001
8.219.74.35,2096,2096,true,SIN,Asia Pacific,Singapore,108,1.8600000000000001
47.245.56.207,2083,2083,true,NRT,Asia Pacific,Tokyo,164,1.8600000000000001
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,169,1.8400000000000001
47.243.107.148,443,443,true,HKG,Asia Pacific,Hong Kong,69,1.8300000000000001
47.245.58.175,2053,2053,true,NRT,Asia Pacific,Tokyo,268,1.8300000000000001
47.245.53.101,2087,2087,true,NRT,Asia Pacific,Tokyo,209,1.8200000000000001
8.219.178.9,2096,2096,true,SIN,Asia Pacific,Singapore,127,1.8
47.91.16.198,2096,2096,true,NRT,Asia Pacific,Tokyo,120,1.8
8.218.146.204,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,1.8
47.245.52.165,8443,8443,true,NRT,Asia Pacific,Tokyo,145,1.79
47.74.10.135,2053,2053,true,NRT,Asia Pacific,Tokyo,207,1.77
47.245.6.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,308,1.77
47.74.41.87,2083,2083,true,NRT,Asia Pacific,Tokyo,152,1.76
8.218.127.249,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,1.75
47.91.21.127,2087,2087,true,NRT,Asia Pacific,Tokyo,137,1.75
47.243.70.197,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,1.74
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,1.74
47.245.58.250,2096,2096,true,NRT,Asia Pacific,Tokyo,165,1.72
47.245.59.133,2096,2096,true,NRT,Asia Pacific,Tokyo,169,1.72
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,74,1.7
47.245.59.243,2083,2083,true,NRT,Asia Pacific,Tokyo,161,1.6899999999999999
8.222.212.172,2083,2083,true,SIN,Asia Pacific,Singapore,35,1.6899999999999999
47.245.52.153,2053,2053,true,NRT,Asia Pacific,Tokyo,167,1.6799999999999999
8.222.222.64,8443,8443,true,SIN,Asia Pacific,Singapore,80,1.6799999999999999
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,1.6799999999999999
47.245.9.228,2087,2087,true,NRT,Asia Pacific,Tokyo,211,1.6699999999999999
47.245.12.179,2096,2096,true,NRT,Asia Pacific,Tokyo,283,1.6599999999999999
47.74.9.174,2053,2053,true,NRT,Asia Pacific,Tokyo,174,1.6599999999999999
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,1.6499999999999999
47.236.7.13,2087,2087,true,SIN,Asia Pacific,Singapore,86,1.6499999999999999
47.91.25.66,2053,2053,true,NRT,Asia Pacific,Tokyo,204,1.6399999999999999
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,63,1.6399999999999999
47.74.15.117,2096,2096,true,NRT,Asia Pacific,Tokyo,178,1.6399999999999999
8.222.255.15,2096,2096,true,SIN,Asia Pacific,Singapore,46,1.6200000000000001
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,249,1.6200000000000001
47.245.53.101,2083,2083,true,NRT,Asia Pacific,Tokyo,201,1.6100000000000001
47.245.62.84,8443,8443,true,NRT,Asia Pacific,Tokyo,176,1.6100000000000001
47.243.42.219,443,443,true,HKG,Asia Pacific,Hong Kong,59,1.55
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,1.54
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,1.53
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,251,1.52
47.74.46.84,2083,2083,true,NRT,Asia Pacific,Tokyo,196,1.52
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,39,1.52
8.222.153.11,2083,2083,true,NRT,Asia Pacific,Tokyo,97,1.51
47.236.4.129,2083,2083,true,SIN,Asia Pacific,Singapore,77,1.51
47.245.34.36,2083,2083,true,NRT,Asia Pacific,Tokyo,300,1.5
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,158,1.49
8.219.153.237,8443,8443,true,NRT,Asia Pacific,Tokyo,130,1.49
47.74.16.255,2087,2087,true,NRT,Asia Pacific,Tokyo,203,1.48
8.219.210.93,8443,8443,true,SIN,Asia Pacific,Singapore,146,1.47
8.222.152.165,2087,2087,true,SIN,Asia Pacific,Singapore,76,1.45
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,1.4299999999999999
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,54,1.4099999999999999
8.218.110.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,131,1.3799999999999999
47.250.146.18,80,443,true,SIN,Asia Pacific,Singapore,58,1.3799999999999999
8.219.215.214,2087,2087,true,SIN,Asia Pacific,Singapore,104,1.3799999999999999
8.219.255.171,2087,2087,true,SIN,Asia Pacific,Singapore,109,1.3799999999999999
8.222.224.162,2096,2096,true,SIN,Asia Pacific,Singapore,93,1.3700000000000001
47.245.54.58,2096,2096,true,NRT,Asia Pacific,Tokyo,167,1.3700000000000001
47.245.40.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,290,1.3600000000000001
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,1.3400000000000001
47.243.173.187,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,1.3400000000000001
47.91.17.102,8443,8443,true,NRT,Asia Pacific,Tokyo,79,1.3400000000000001
8.222.153.11,2053,2053,true,NRT,Asia Pacific,Tokyo,188,1.3200000000000001
47.245.39.49,2096,2096,true,HKG,Asia Pacific,Hong Kong,381,1.3200000000000001
47.245.39.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,350,1.3
47.245.33.163,8443,8443,true,NRT,Asia Pacific,Tokyo,150,1.29
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,120,1.28
47.91.22.115,2096,2096,true,NRT,Asia Pacific,Tokyo,138,1.28
47.245.57.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,337,1.28
8.219.153.237,2096,2096,true,NRT,Asia Pacific,Tokyo,114,1.27
47.91.21.127,2096,2096,true,NRT,Asia Pacific,Tokyo,134,1.26
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,200,1.26
47.245.59.188,2053,2053,true,NRT,Asia Pacific,Tokyo,196,1.26
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,1.24
47.91.31.231,2053,2053,true,NRT,Asia Pacific,Tokyo,75,1.24
8.219.72.50,2083,2083,true,SIN,Asia Pacific,Singapore,177,1.23
47.245.55.94,8443,8443,true,NRT,Asia Pacific,Tokyo,171,1.22
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,206,1.1899999999999999
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,96,1.1799999999999999
47.245.37.98,2096,2096,true,NRT,Asia Pacific,Tokyo,226,1.1799999999999999
47.245.37.12,2083,2083,true,NRT,Asia Pacific,Tokyo,218,1.1599999999999999
47.245.52.240,2087,2087,true,NRT,Asia Pacific,Tokyo,173,1.1499999999999999
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,114,1.1100000000000001
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,1.1100000000000001
47.245.39.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,382,1.0900000000000001
47.91.21.107,2053,2053,true,NRT,Asia Pacific,Tokyo,122,1.0900000000000001
47.91.29.108,2053,2053,true,NRT,Asia Pacific,Tokyo,138,1.0900000000000001
47.245.62.84,2053,2053,true,NRT,Asia Pacific,Tokyo,143,1.0800000000000001
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,63,1.0800000000000001
47.245.59.188,2083,2083,true,NRT,Asia Pacific,Tokyo,343,1.0800000000000001
47.245.113.117,8443,8443,true,SIN,Asia Pacific,Singapore,67,1.0700000000000001
47.91.31.231,2053,2053,true,NRT,Asia Pacific,Tokyo,221,1.0600000000000001
8.219.66.156,2096,2096,true,NRT,Asia Pacific,Tokyo,230,1.05
47.91.23.146,2083,2083,true,NRT,Asia Pacific,Tokyo,106,1.05
8.218.156.91,443,443,true,HKG,Asia Pacific,Hong Kong,70,1.03
8.217.85.14,443,443,true,HKG,Asia Pacific,Hong Kong,141,1.03
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,179,1.03
47.74.41.136,8443,8443,true,NRT,Asia Pacific,Tokyo,156,1.01
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,1.01
47.91.17.102,2087,2087,true,NRT,Asia Pacific,Tokyo,120,1.01
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,


,,,,,,,,
,,,,,,,,
,,,,,,,,

,,,,,,,,
,,,,,,,,
,,,,,,,,

,,,,,,,,
,,,,,,,,

,,,,,,,,
,,,,,,,,

,,,,,,,,


,,,,,,,,


,,,,,,,,
,,,,,,,,



,,,,,,,,

,,,,,,,,


,,,,,,,,

,,,,,,,,
,,,,,,,,


,,,,,,,,

,,,,,,,,

,,,,,,,,


